customer_id,NUMBER_OF_LOANS,SHORT_TERM_COUNT,MID_TERM_COUNT,LONG_TERM_COUNT,OUTSTANDING_BAL_ALL_CURRENT,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,NUM_NEW_LOAN_TAKEN_9M,NUM_NEW_LOAN_TAKEN_12M,NUM_NEW_LOAN_TAKEN_BANK_3M,NUM_NEW_LOAN_TAKEN_BANK_6M,NUM_NEW_LOAN_TAKEN_BANK_9M,NUM_NEW_LOAN_TAKEN_BANK_12M,NUM_NEW_LOAN_TAKEN_NON_BANK_3M,NUM_NEW_LOAN_TAKEN_NON_BANK_6M,NUM_NEW_LOAN_TAKEN_NON_BANK_9M,NUM_NEW_LOAN_TAKEN_NON_BANK_12M,ENQUIRIES_3M,ENQUIRIES_12M,CREDIT_CARD_MONTH_SINCE_10DPD,CREDIT_CARD_MONTH_SINCE_30DPD,CREDIT_CARD_MONTH_SINCE_60DPD,CREDIT_CARD_MONTH_SINCE_90DPD,CREDIT_CARD_MONTH_SINCE_10DPD_FLAG,CREDIT_CARD_MONTH_SINCE_30DPD_FLAG,CREDIT_CARD_MONTH_SINCE_60DPD_FLAG,CREDIT_CARD_MONTH_SINCE_90DPD_FLAG,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT
564,4.0,4.0,1.0,1.0,320.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,7.0,,,,,,0.0,0.0,0.0,1.0
18066,7.0,4.0,4.0,1.0,450.0,1.0,7.0,7.0,10.0,1.0,7.0,7.0,10.0,1.0,7.0,7.0,10.0,12.0,37.0,,,,,0.0,0.0,0.0,0.0,
13968,,1.0,4.0,1.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,,1.0
9050,,7.0,1.0,1.0,170.0,1.0,4.0,7.0,,1.0,4.0,,7.0,1.0,4.0,7.0,7.0,,12.0,,,,,0.0,0.0,0.0,0.0,1.0
1144,4.0,4.0,1.0,1.0,40.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
19803,4.0,1.0,4.0,1.0,830.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,7.0,57.0,,,,,0.0,0.0,0.0,0.0,1.0
17515,,4.0,4.0,1.0,210.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
252,19.0,10.0,10.0,1.0,5840.0,7.0,13.0,22.0,22.0,7.0,13.0,22.0,22.0,7.0,13.0,22.0,22.0,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
4266,10.0,,4.0,1.0,300.0,4.0,4.0,7.0,10.0,4.0,4.0,7.0,10.0,4.0,4.0,7.0,,22.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
20388,13.0,10.0,4.0,1.0,880.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,32.0,42.0,,,,,0.0,0.0,0.0,,1.0
13880,,1.0,,1.0,1240.0,1.0,7.0,10.0,10.0,1.0,7.0,10.0,10.0,1.0,7.0,10.0,10.0,27.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
17403,10.0,4.0,7.0,1.0,820.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
13603,4.0,1.0,4.0,1.0,380.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,42.0,52.0,,,,,0.0,0.0,0.0,0.0,1.0
19494,7.0,4.0,4.0,1.0,90.0,1.0,4.0,7.0,7.0,1.0,4.0,,7.0,1.0,4.0,7.0,7.0,,12.0,,,,,0.0,0.0,0.0,0.0,1.0
25368,16.0,13.0,4.0,1.0,340.0,10.0,16.0,16.0,16.0,10.0,16.0,16.0,16.0,,16.0,16.0,16.0,62.0,157.0,,,,,0.0,,0.0,0.0,1.0
5966,4.0,1.0,,1.0,290.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,27.0,,,,,0.0,0.0,0.0,0.0,
12193,10.0,7.0,4.0,1.0,420.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,,12.0,,,,,0.0,0.0,0.0,0.0,1.0
11442,10.0,7.0,4.0,1.0,570.0,1.0,10.0,,10.0,,10.0,10.0,10.0,1.0,10.0,10.0,10.0,27.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
1786,16.0,7.0,10.0,1.0,740.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,27.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
25620,19.0,10.0,10.0,,2330.0,7.0,7.0,7.0,10.0,7.0,7.0,,10.0,7.0,7.0,,10.0,17.0,32.0,,,,,0.0,0.0,0.0,0.0,
17886,7.0,7.0,1.0,1.0,180.0,1.0,1.0,4.0,,1.0,1.0,4.0,4.0,,1.0,4.0,4.0,27.0,32.0,,,,,0.0,0.0,,0.0,1.0
13634,7.0,,1.0,1.0,460.0,,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
2920,1.0,1.0,1.0,1.0,0.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0
7679,7.0,4.0,4.0,1.0,27250.0,1.0,1.0,,,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,12.0,,,,,,0.0,0.0,0.0,0.0,37.0
22975,4.0,4.0,1.0,1.0,20.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,,4.0,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
308,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0
24968,10.0,,1.0,1.0,250.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
10856,7.0,7.0,1.0,,100.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
12684,7.0,,4.0,,680.0,1.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,1.0,10.0,10.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
13242,7.0,1.0,7.0,1.0,,1.0,,4.0,7.0,1.0,,4.0,7.0,1.0,1.0,4.0,7.0,22.0,82.0,,,,,,0.0,0.0,0.0,1.0
16192,19.0,16.0,4.0,1.0,1090.0,10.0,10.0,13.0,13.0,10.0,10.0,13.0,13.0,10.0,10.0,13.0,13.0,32.0,47.0,,,,,0.0,0.0,0.0,0.0,1.0
10014,13.0,10.0,4.0,1.0,1140.0,1.0,1.0,,13.0,1.0,1.0,7.0,13.0,1.0,1.0,7.0,13.0,,42.0,,,,,0.0,0.0,0.0,0.0,1.0
5698,13.0,10.0,4.0,1.0,860.0,,7.0,,10.0,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,17.0,87.0,,,,,0.0,0.0,0.0,0.0,1.0
18999,,,1.0,1.0,560.0,4.0,7.0,7.0,7.0,,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,32.0,,,,,0.0,,0.0,0.0,
18958,7.0,7.0,1.0,1.0,200.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,17.0,17.0,,,,,0.0,,0.0,0.0,1.0
16592,10.0,10.0,1.0,1.0,40.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,12.0,22.0,,,,,,0.0,0.0,0.0,
25632,10.0,10.0,,1.0,190.0,4.0,7.0,10.0,10.0,,7.0,10.0,10.0,4.0,7.0,10.0,10.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
7253,4.0,1.0,4.0,1.0,970.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,,1.0,4.0,,7.0,,,,,0.0,0.0,0.0,0.0,1.0
21061,16.0,13.0,4.0,1.0,630.0,13.0,16.0,19.0,22.0,13.0,16.0,19.0,22.0,13.0,16.0,19.0,22.0,22.0,32.0,,,,,0.0,0.0,0.0,0.0,1.0
18498,13.0,1.0,13.0,1.0,1330.0,4.0,4.0,,10.0,4.0,4.0,4.0,10.0,4.0,4.0,,10.0,7.0,62.0,,,,,0.0,0.0,0.0,0.0,1.0
19091,7.0,4.0,4.0,,160.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,12.0,22.0,,,,,0.0,0.0,0.0,0.0,
18219,,10.0,1.0,1.0,70.0,4.0,10.0,10.0,,4.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,12.0,12.0,,,,,0.0,,0.0,0.0,1.0
18145,,10.0,1.0,,240.0,7.0,,13.0,13.0,7.0,10.0,13.0,13.0,,10.0,13.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
328,10.0,4.0,7.0,1.0,3230.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,12.0,17.0,,,,,0.0,,0.0,0.0,1.0
24453,13.0,13.0,1.0,,470.0,10.0,16.0,16.0,19.0,10.0,16.0,16.0,19.0,10.0,16.0,16.0,19.0,17.0,27.0,,,,,0.0,0.0,0.0,0.0,
14877,16.0,1.0,16.0,1.0,1090.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,12.0,42.0,,,,,0.0,,0.0,0.0,1.0
12622,4.0,4.0,1.0,1.0,130.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,,1.0
14341,10.0,10.0,1.0,1.0,130.0,1.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,,1.0
24709,10.0,7.0,4.0,1.0,810.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,27.0,,,,,0.0,0.0,0.0,0.0,1.0
12525,4.0,1.0,4.0,1.0,340.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
15005,19.0,19.0,1.0,1.0,450.0,,10.0,16.0,16.0,4.0,10.0,16.0,16.0,,,16.0,,7.0,42.0,,,,,0.0,0.0,0.0,0.0,1.0
9917,13.0,1.0,13.0,1.0,2030.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,22.0,32.0,,,,,0.0,0.0,0.0,0.0,4.0
5945,16.0,7.0,10.0,1.0,1080.0,4.0,4.0,10.0,10.0,,4.0,10.0,10.0,4.0,4.0,10.0,10.0,7.0,177.0,,,,,0.0,0.0,0.0,0.0,
6826,13.0,13.0,1.0,1.0,410.0,4.0,,13.0,13.0,4.0,13.0,13.0,13.0,4.0,13.0,13.0,13.0,12.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
510,7.0,7.0,,1.0,100.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
2648,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
891,4.0,4.0,,1.0,30.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
6702,,7.0,4.0,1.0,870.0,13.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,13.0,16.0,16.0,16.0,37.0,102.0,,,,,0.0,0.0,0.0,0.0,1.0
22582,7.0,7.0,1.0,1.0,70.0,4.0,,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,
14120,7.0,1.0,7.0,1.0,610.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
4298,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
9270,7.0,7.0,1.0,1.0,90.0,1.0,7.0,7.0,7.0,,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
8663,10.0,4.0,7.0,1.0,640.0,1.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,,10.0,10.0,10.0,17.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
19356,13.0,4.0,,,1350.0,7.0,7.0,10.0,13.0,7.0,7.0,10.0,13.0,7.0,7.0,10.0,13.0,12.0,62.0,,,,,0.0,0.0,0.0,0.0,1.0
1917,4.0,4.0,1.0,1.0,110.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,,0.0,1.0
6146,19.0,7.0,13.0,1.0,2270.0,7.0,13.0,16.0,16.0,7.0,13.0,16.0,16.0,7.0,13.0,16.0,16.0,,67.0,,,,,0.0,,0.0,0.0,1.0
20295,4.0,1.0,4.0,1.0,170.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
24304,4.0,4.0,,1.0,70.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,,1.0
18640,4.0,4.0,1.0,1.0,50.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,,4.0,4.0,4.0,7.0,7.0,,,,,,,0.0,0.0,1.0
12396,4.0,4.0,1.0,1.0,,1.0,,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
2331,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,17.0,,,,,0.0,0.0,,0.0,
9651,4.0,1.0,,1.0,80.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
19478,16.0,7.0,,4.0,5650.0,4.0,7.0,10.0,,,7.0,10.0,10.0,,7.0,,,22.0,52.0,,,,,0.0,0.0,0.0,0.0,1.0
24489,13.0,4.0,10.0,1.0,1140.0,,4.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,47.0,,,,,0.0,0.0,0.0,0.0,
15414,10.0,7.0,4.0,,150.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
128,4.0,1.0,4.0,1.0,400.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
6648,7.0,7.0,1.0,1.0,60.0,4.0,7.0,,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,
7591,13.0,,1.0,1.0,820.0,4.0,10.0,10.0,10.0,,10.0,10.0,10.0,4.0,10.0,10.0,10.0,7.0,22.0,,,,,0.0,,0.0,0.0,1.0
11036,22.0,13.0,10.0,1.0,4420.0,4.0,10.0,16.0,22.0,,10.0,16.0,22.0,4.0,10.0,16.0,22.0,12.0,,,,,,0.0,0.0,,0.0,1.0
17378,16.0,7.0,10.0,1.0,,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,92.0,,,,,0.0,0.0,,0.0,1.0
19856,10.0,10.0,1.0,1.0,80.0,4.0,10.0,,10.0,4.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,,12.0,,,,,,0.0,0.0,0.0,1.0
11543,7.0,1.0,7.0,1.0,770.0,1.0,,7.0,7.0,1.0,,7.0,7.0,1.0,7.0,7.0,7.0,7.0,32.0,,,,,0.0,0.0,0.0,0.0,1.0
18469,,4.0,7.0,1.0,820.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,42.0,,,,,0.0,0.0,0.0,0.0,1.0
13399,4.0,,1.0,1.0,50.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,
18841,16.0,1.0,16.0,1.0,2300.0,1.0,1.0,4.0,7.0,1.0,1.0,,7.0,1.0,1.0,4.0,,17.0,,,,,,0.0,0.0,0.0,0.0,1.0
2933,10.0,7.0,4.0,1.0,410.0,,4.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,,7.0,7.0,,,,,0.0,0.0,0.0,,1.0
2356,7.0,1.0,,1.0,400.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
7703,,,4.0,4.0,7550.0,4.0,4.0,4.0,7.0,,4.0,4.0,7.0,4.0,4.0,4.0,7.0,22.0,127.0,,,,,0.0,0.0,0.0,0.0,1.0
13425,7.0,7.0,1.0,1.0,100.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,,,,,0.0,,,0.0,1.0
3317,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,,1.0
20838,7.0,4.0,4.0,1.0,1260.0,1.0,4.0,4.0,4.0,,4.0,4.0,4.0,1.0,4.0,4.0,4.0,,27.0,,,,,0.0,0.0,0.0,0.0,1.0
7200,19.0,13.0,7.0,1.0,1290.0,,16.0,19.0,19.0,10.0,16.0,19.0,,10.0,16.0,19.0,19.0,47.0,47.0,,,,,,0.0,0.0,0.0,7.0
24721,10.0,,1.0,1.0,130.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,32.0,32.0,,,,,0.0,0.0,0.0,0.0,1.0
117,4.0,4.0,1.0,1.0,90.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,,0.0,1.0
19483,7.0,4.0,,1.0,190.0,4.0,,4.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
14367,13.0,10.0,4.0,1.0,160.0,,7.0,13.0,13.0,4.0,7.0,13.0,13.0,4.0,7.0,13.0,13.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
21991,7.0,7.0,1.0,,70.0,1.0,4.0,,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
19592,7.0,7.0,1.0,1.0,180.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
10255,7.0,7.0,1.0,1.0,110.0,7.0,7.0,,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
11271,10.0,1.0,10.0,1.0,,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,27.0,42.0,,,,,,0.0,0.0,0.0,1.0
18553,10.0,,7.0,1.0,1610.0,7.0,10.0,13.0,,7.0,10.0,13.0,13.0,7.0,10.0,13.0,,17.0,22.0,,,,,0.0,0.0,0.0,,
12423,10.0,,7.0,1.0,750.0,7.0,10.0,10.0,10.0,,10.0,10.0,10.0,7.0,10.0,10.0,,7.0,12.0,,,,,0.0,,0.0,0.0,1.0
21668,,7.0,4.0,1.0,200.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
1370,1.0,1.0,,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
10508,,1.0,4.0,4.0,8630.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,22.0,117.0,,,,,0.0,0.0,0.0,,4.0
305,4.0,4.0,1.0,,10.0,1.0,4.0,,4.0,,4.0,4.0,4.0,1.0,,4.0,4.0,,7.0,,,,,0.0,0.0,,0.0,
4908,4.0,4.0,1.0,1.0,70.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,4.0,,17.0,,,,,0.0,0.0,0.0,0.0,1.0
24684,16.0,13.0,4.0,1.0,460.0,4.0,7.0,7.0,10.0,,7.0,7.0,10.0,,7.0,7.0,10.0,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
15214,10.0,7.0,4.0,1.0,400.0,1.0,4.0,7.0,10.0,,,7.0,10.0,1.0,4.0,7.0,10.0,,77.0,,,,,0.0,0.0,0.0,0.0,1.0
23615,16.0,4.0,10.0,,5810.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,,92.0,,,,,0.0,,0.0,0.0,214.0
14936,19.0,,4.0,1.0,540.0,4.0,7.0,13.0,13.0,4.0,7.0,13.0,13.0,4.0,7.0,13.0,13.0,17.0,42.0,,,,,0.0,0.0,0.0,0.0,1.0
9913,7.0,7.0,1.0,1.0,170.0,7.0,,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,,,0.0,1.0
14872,13.0,10.0,4.0,1.0,1400.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,,10.0,7.0,197.0,,,,,0.0,0.0,0.0,,1.0
9275,4.0,4.0,1.0,,230.0,,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
7304,16.0,,7.0,,550.0,4.0,10.0,10.0,13.0,4.0,10.0,10.0,,4.0,10.0,10.0,13.0,37.0,52.0,,,,,0.0,0.0,0.0,0.0,1.0
4946,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0
12409,4.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,7.0,7.0,,,,,0.0,,0.0,0.0,1.0
23703,10.0,7.0,4.0,1.0,,1.0,4.0,7.0,7.0,1.0,4.0,7.0,,1.0,4.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,,,16.0
4695,1.0,1.0,1.0,1.0,120.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,17.0,,,,,0.0,0.0,0.0,0.0,1.0
9490,7.0,,,1.0,230.0,4.0,7.0,7.0,7.0,4.0,,7.0,7.0,4.0,7.0,7.0,7.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
1829,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
23320,4.0,1.0,4.0,1.0,340.0,,1.0,4.0,4.0,1.0,1.0,,4.0,1.0,,4.0,4.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
12209,7.0,7.0,1.0,1.0,50.0,1.0,7.0,7.0,7.0,1.0,,7.0,7.0,1.0,7.0,7.0,7.0,12.0,12.0,,,,,0.0,,0.0,,1.0
20928,19.0,10.0,10.0,1.0,940.0,4.0,7.0,10.0,16.0,4.0,7.0,,16.0,4.0,7.0,10.0,,22.0,42.0,,,,,0.0,0.0,0.0,0.0,1.0
7258,10.0,10.0,,1.0,2150.0,4.0,16.0,16.0,16.0,4.0,16.0,16.0,,4.0,16.0,16.0,16.0,7.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
25506,16.0,4.0,13.0,1.0,1390.0,7.0,7.0,10.0,10.0,7.0,7.0,,10.0,7.0,,10.0,10.0,12.0,,,,,,,0.0,0.0,0.0,1.0
19967,16.0,,4.0,1.0,,7.0,10.0,16.0,16.0,7.0,10.0,16.0,16.0,7.0,10.0,16.0,16.0,27.0,82.0,,,,,0.0,,0.0,0.0,1.0
1992,,1.0,4.0,1.0,240.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
6877,7.0,1.0,7.0,1.0,420.0,1.0,1.0,1.0,4.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,12.0,12.0,,,,,,0.0,0.0,0.0,1.0
1751,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,,1.0
1632,10.0,,4.0,1.0,790.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,22.0,,,,,0.0,0.0,,,1.0
19603,,10.0,4.0,1.0,950.0,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,22.0,32.0,,,,,,0.0,0.0,0.0,1.0
6000,,4.0,,1.0,630.0,7.0,7.0,7.0,7.0,,7.0,,7.0,7.0,7.0,7.0,7.0,17.0,37.0,,,,,0.0,0.0,,0.0,1.0
7071,7.0,7.0,1.0,1.0,80.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,,7.0,7.0,,7.0,,,,,,0.0,,0.0,1.0
4894,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
5013,10.0,10.0,1.0,1.0,200.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
1025,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,57.0,,,,,0.0,0.0,0.0,0.0,1.0
21233,4.0,4.0,1.0,,10.0,1.0,4.0,4.0,4.0,1.0,,4.0,4.0,1.0,4.0,4.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
